date,dc_power,air_temp,azimuth,cloud_opacity,dhi,dni,ghi,zenith
2023-04-01 01:00:00,0,8,-27,37.4,0,0,0,125
2023-04-01 02:00:00,0,8,-43,46.6,0,0,0,120
2023-04-01 03:00:00,0,8,-57,40.6,0,0,0,112
2023-04-01 04:00:00,0,7,-70,47.6,0,0,0,103
2023-04-01 05:00:00,0,7,-81,58.2,0,0,0,93
2023-04-01 06:00:00,0,7,-92,45.6,50,0,50,83
2023-04-01 07:00:00,0,8,-104,81.3,50,0,50,72
2023-04-01 08:00:00,0,8,-116,80.6,85,0,85,63
2023-04-01 09:00:00,0,8,-131,77.8,131,0,131,54
2023-04-01 10:00:00,0,9,-148,69.4,213,0,213,48
2023-04-01 11:00:00,0,9,-168,75.6,185,0,185,44
2023-04-01 12:00:00,0,10,170,45.4,415,0,415,44
2023-04-01 13:00:00,0,10,150,50.3,351,0,351,47
2023-04-01 14:00:00,0,11,132,53,284,0,284,54
2023-04-01 15:00:00,0,10,117,50.2,230,0,230,62
2023-04-01 16:00:00,0,10,105,36.9,175,23,183,71
2023-04-01 17:00:00,0,9,93,50.9,55,0,55,81
2023-04-01 18:00:00,0,9,82,40.6,0,0,0,92
2023-04-01 19:00:00,0,8,71,19.9,0,0,0,101
2023-04-01 20:00:00,0,8,59,18.8,0,0,0,111
2023-04-01 21:00:00,0,7,45,33.2,0,0,0,119
2023-04-01 22:00:00,0,7,29,24.5,0,0,0,125
2023-04-01 23:00:00,0,6,10,36.4,0,0,0,128
2023-04-02 00:00:00,0,6,-9,35.3,0,0,0,128
2023-04-02 01:00:00,0,6,-27,36.2,0,0,0,125
2023-04-02 02:00:00,0,5,-43,25.4,0,0,0,119
2023-04-02 03:00:00,0,5,-57,17.5,0,0,0,111
2023-04-02 04:00:00,0,5,-70,0,0,0,0,102
2023-04-02 05:00:00,0,5,-81,31.9,0,0,0,92
2023-04-02 06:00:00,0,5,-92,24.2,63,81,74,82
2023-04-02 07:00:00,0,7,-103,25.7,147,185,204,72
2023-04-02 08:00:00,0.5,8,-116,4.8,101,710,429,63
2023-04-02 09:00:00,2.1,9,-130,27.5,293,240,434,54
2023-04-02 10:00:00,3.1,10,-148,21.6,297,381,556,47
2023-04-02 11:00:00,1.7,10,-168,24,338,337,583,43
2023-04-02 12:00:00,3.9,11,170,69.2,237,0,237,43
2023-04-02 13:00:00,10.8,11,149,29.5,359,211,504,47
2023-04-02 14:00:00,10.8,11,132,0.1,82,882,610,53
2023-04-02 15:00:00,5.4,11,117,61.8,177,0,177,62
2023-04-02 16:00:00,10,11,104,71.3,83,0,83,71
2023-04-02 17:00:00,3.7,10,93,65,39,0,39,81
2023-04-02 18:00:00,0.5,9,82,33,0,0,0,91
2023-04-02 19:00:00,0,8,71,48.4,0,0,0,101
2023-04-02 20:00:00,0,8,58,45.4,0,0,0,110
2023-04-02 21:00:00,0,7,44,44.4,0,0,0,118
2023-04-02 22:00:00,0,7,28,45.4,0,0,0,124
2023-04-02 23:00:00,0,7,10,38.3,0,0,0,128
2023-04-03 00:00:00,0,6,-9,20.9,0,0,0,128
2023-04-03 01:00:00,0,6,-27,27.4,0,0,0,125
2023-04-03 02:00:00,0,5,-43,43.2,0,0,0,119
2023-04-03 03:00:00,0,5,-57,32.8,0,0,0,111
2023-04-03 04:00:00,0,4,-70,36,0,0,0,102
2023-04-03 05:00:00,0,4,-81,12.6,0,0,0,92
2023-04-03 06:00:00,0,3,-92,56.2,44,0,44,82
2023-04-03 07:00:00,0,3,-103,56.1,123,0,123,72
2023-04-03 08:00:00,0.6,3,-116,52.6,218,0,218,62
2023-04-03 09:00:00,1.3,4,-130,60.6,241,0,241,54
2023-04-03 10:00:00,2.5,4,-148,69.4,221,0,221,47
2023-04-03 11:00:00,3.1,4,-168,67.3,255,0,255,43
2023-04-03 12:00:00,2.8,5,170,51.4,381,0,381,43
2023-04-03 13:00:00,4.4,5,149,44.5,406,0,406,46
2023-04-03 14:00:00,8.2,5,131,47.3,331,0,331,53
2023-04-03 15:00:00,12.3,5,117,49.1,245,0,245,61
2023-04-03 16:00:00,5.2,5,104,53.8,141,0,141,71
2023-04-03 17:00:00,2.3,5,93,45.7,67,0,67,81
2023-04-03 18:00:00,1.1,5,82,37,0,0,0,91
2023-04-03 19:00:00,0.3,4,70,36,0,0,0,101
2023-04-03 20:00:00,0,4,58,15,0,0,0,110
2023-04-03 21:00:00,0,3,44,0,0,0,0,118
2023-04-03 22:00:00,0,3,28,0,0,0,0,124
2023-04-03 23:00:00,0,2,10,0,0,0,0,127
2023-04-04 00:00:00,0,2,-9,0,0,0,0,127
2023-04-04 01:00:00,0,1,-27,0,0,0,0,124
2023-04-04 02:00:00,0,1,-43,0,0,0,0,118
2023-04-04 03:00:00,0,0,-57,0,0,0,0,111
2023-04-04 04:00:00,0,0,-69,0,0,0,0,102
2023-04-04 05:00:00,0,-1,-81,0,0,0,0,92
2023-04-04 06:00:00,0,-1,-92,0,33,587,120,82
2023-04-04 07:00:00,0,0,-103,0,51,803,307,71
2023-04-04 08:00:00,0.3,1,-115,0,61,904,488,62
2023-04-04 09:00:00,1,2,-130,0,68,959,641,53
2023-04-04 10:00:00,5.5,4,-148,0,72,987,751,47
2023-04-04 11:00:00,8.5,5,-168,0,74,1000,809,43
2023-04-04 12:00:00,9.5,6,170,0,74,999,810,42
2023-04-04 13:00:00,10,7,149,0,72,984,754,46
2023-04-04 14:00:00,3.4,7,131,0,70,950,647,53
2023-04-04 15:00:00,10,7,116,0,66,891,497,61
2023-04-04 16:00:00,0.1,6,104,0,55,790,317,71
2023-04-04 17:00:00,8.9,6,92,0,37,582,132,81
2023-04-04 18:00:00,4.9,4,81,0,0,0,0,91
2023-04-04 19:00:00,1.2,2,70,0,0,0,0,101
2023-04-04 20:00:00,0,1,58,0,0,0,0,110
2023-04-04 21:00:00,0,0,44,0,0,0,0,118
2023-04-04 22:00:00,0,0,28,45.1,0,0,0,124
2023-04-04 23:00:00,0,-1,10,57.7,0,0,0,127
2023-04-05 00:00:00,0,-1,-9,41,0,0,0,127
2023-04-05 01:00:00,0,-1,-27,61.2,0,0,0,124
2023-04-05 02:00:00,0,-1,-43,49.8,0,0,0,118
2023-04-05 03:00:00,0,-1,-57,57.5,0,0,0,110
2023-04-05 04:00:00,0,-2,-69,23.7,0,0,0,101
2023-04-05 05:00:00,0,-2,-80,0,0,0,0,91
2023-04-05 06:00:00,0,-1,-91,0,37,550,121,81
2023-04-05 07:00:00,0,1,-103,0,56,767,305,71
2023-04-05 08:00:00,0.4,2,-115,0,68,869,483,61
2023-04-05 09:00:00,0.8,4,-130,0,73,929,633,53
2023-04-05 10:00:00,4.9,5,-147,0,75,965,744,46
2023-04-05 11:00:00,8,6,-168,0,77,978,801,42
2023-04-05 12:00:00,10.1,7,169,0,77,978,803,42
2023-04-05 13:00:00,9.8,8,149,0,77,962,748,46
2023-04-05 14:00:00,10,8,131,0,76,924,641,52
2023-04-05 15:00:00,10,9,116,0,73,860,492,61
2023-04-05 16:00:00,10,8,103,0,63,745,314,70
2023-04-05 17:00:00,8.8,8,92,0,44,514,129,80
2023-04-05 18:00:00,5,6,81,0,0,0,0,91
2023-04-05 19:00:00,1.2,4,70,0,0,0,0,100
2023-04-05 20:00:00,0,3,57,0,0,0,0,110
2023-04-05 21:00:00,0,3,44,0,0,0,0,117
2023-04-05 22:00:00,0,2,28,0,0,0,0,123
2023-04-05 23:00:00,0,2,10,0,0,0,0,127
2023-04-06 00:00:00,0,1,-9,0,0,0,0,127
2023-04-06 01:00:00,0,0,-27,0,0,0,0,123
2023-04-06 02:00:00,0,-1,-43,0,0,0,0,118
2023-04-06 03:00:00,0,-1,-57,0,0,0,0,110
2023-04-06 04:00:00,0,-1,-69,0,0,0,0,101
2023-04-06 05:00:00,0,-1,-80,0,0,0,0,91
2023-04-06 06:00:00,0,-1,-91,0,49,439,118,81
2023-04-06 07:00:00,0,2,-103,0,73,699,304,71
2023-04-06 08:00:00,0.5,5,-115,0,86,824,484,61
2023-04-06 09:00:00,0.9,7,-130,0,90,900,637,53
2023-04-06 10:00:00,4.9,9,-147,0,90,943,748,46
2023-04-06 11:00:00,4.7,10,-168,0,96,950,803,42
2023-04-06 12:00:00,10,11,169,0,101,941,803,42
2023-04-06 13:00:00,10,12,148,0,100,921,746,45
2023-04-06 14:00:00,9.5,12,130,10.6,198,608,572,52
2023-04-06 15:00:00,8.6,12,116,39.9,294,0,294,61
2023-04-06 16:00:00,6.2,11,103,59,128,0,128,70
2023-04-06 17:00:00,3.5,11,92,72.2,36,0,36,80
2023-04-06 18:00:00,1.6,10,81,40.6,0,0,0,90
2023-04-06 19:00:00,0.6,10,69,64.7,0,0,0,100
2023-04-06 20:00:00,0,9,57,48.7,0,0,0,109
2023-04-06 21:00:00,0,8,43,49.6,0,0,0,117
2023-04-06 22:00:00,0,7,27,40.6,0,0,0,123
2023-04-06 23:00:00,0,6,10,39.6,0,0,0,126
2023-04-07 00:00:00,0,6,-9,41.6,0,0,0,126
2023-04-07 01:00:00,0,5,-27,38.3,0,0,0,123
2023-04-07 02:00:00,0,5,-43,43.5,0,0,0,117
2023-04-07 03:00:00,0,4,-56,60.9,0,0,0,110
2023-04-07 04:00:00,0,4,-69,58.1,0,0,0,100
2023-04-07 05:00:00,0,4,-80,46.5,0,0,0,91
2023-04-07 06:00:00,0,5,-91,66.6,41,0,41,81
2023-04-07 07:00:00,0,6,-102,81.4,56,0,56,70
2023-04-07 08:00:00,0.4,7,-115,78.3,103,0,103,61
2023-04-07 09:00:00,1,7,-130,61.5,238,0,238,52
2023-04-07 10:00:00,1.3,6,-147,76,174,0,174,45
2023-04-07 11:00:00,4.3,6,-168,74.3,201,0,201,41
2023-04-07 12:00:00,1.6,6,169,67.7,251,0,251,41
2023-04-07 13:00:00,2.2,7,148,52.7,340,0,340,45
2023-04-07 14:00:00,1.9,7,130,44.8,340,0,340,52
2023-04-07 15:00:00,4.1,7,115,41,277,0,277,60
2023-04-07 16:00:00,6.7,7,103,45.9,159,0,159,70
2023-04-07 17:00:00,1.5,7,91,29.7,84,0,84,80
2023-04-07 18:00:00,0.8,6,80,22.2,0,0,0,90
2023-04-07 19:00:00,0.8,5,69,46.5,0,0,0,100
2023-04-07 20:00:00,0.1,5,57,22.2,0,0,0,109
2023-04-07 21:00:00,0,5,43,24.4,0,0,0,117
2023-04-07 22:00:00,0,5,27,15.4,0,0,0,123
2023-04-07 23:00:00,0,5,10,38.3,0,0,0,126
2023-04-08 00:00:00,0,5,-9,83.8,0,0,0,126
2023-04-08 01:00:00,0,4,-27,0,0,0,0,123
2023-04-08 02:00:00,0,4,-42,0,0,0,0,117
2023-04-08 03:00:00,0,4,-56,8.2,0,0,0,109
2023-04-08 04:00:00,0,3,-69,40.2,0,0,0,100
2023-04-08 05:00:00,0,3,-80,50.2,0,0,0,90
2023-04-08 06:00:00,0,4,-91,75.4,28,0,28,80
2023-04-08 07:00:00,0,4,-102,59.1,120,0,120,70
2023-04-08 08:00:00,0.1,5,-115,63.9,170,0,170,60
2023-04-08 09:00:00,1.6,7,-129,4.8,156,704,592,52
2023-04-08 10:00:00,1.6,8,-147,17.1,291,445,605,45
2023-04-08 11:00:00,9.5,9,-168,38.8,459,28,480,41
2023-04-08 12:00:00,2.5,9,169,49.6,393,0,393,41
2023-04-08 13:00:00,4.7,10,148,76.9,166,0,166,45
2023-04-08 14:00:00,1.7,10,130,76.7,144,0,144,51
2023-04-08 15:00:00,1,10,115,67.7,152,0,152,60
2023-04-08 16:00:00,1.2,10,102,33.7,195,0,195,70
2023-04-08 17:00:00,2,9,91,51.6,58,0,58,80
2023-04-08 18:00:00,1.6,9,80,32.9,0,0,0,90
2023-04-08 19:00:00,0.7,8,69,37.1,0,0,0,100
2023-04-08 20:00:00,0,7,57,40.2,0,0,0,109
2023-04-08 21:00:00,0,7,43,37.1,0,0,0,116
2023-04-08 22:00:00,0,7,27,43.3,0,0,0,122
2023-04-08 23:00:00,0,6,9,41.2,0,0,0,125
2023-04-09 00:00:00,0,5,-9,53.2,0,0,0,125
2023-04-09 01:00:00,0,5,-27,0,0,0,0,122
2023-04-09 02:00:00,0,4,-42,0,0,0,0,117
2023-04-09 03:00:00,0,3,-56,16.1,0,0,0,109
2023-04-09 04:00:00,0,3,-68,53,0,0,0,100
2023-04-09 05:00:00,0,3,-80,0,0,0,0,90
2023-04-09 06:00:00,0,4,-91,5.5,58,393,127,80
2023-04-09 07:00:00,0,5,-102,0,70,717,319,70
2023-04-09 08:00:00,0.3,6,-114,13.9,184,488,427,60
2023-04-09 09:00:00,2.4,7,-129,20.5,277,378,512,51
2023-04-09 10:00:00,4.6,9,-147,5.5,164,764,708,45
2023-04-09 11:00:00,8.9,10,-168,0,97,933,805,41
2023-04-09 12:00:00,1.7,11,169,0,96,935,806,41
2023-04-09 13:00:00,2.7,12,147,0,92,924,752,44
2023-04-09 14:00:00,9.8,12,129,0,87,894,647,51
2023-04-09 15:00:00,10,12,115,0,79,837,500,60
2023-04-09 16:00:00,10,12,102,0,67,735,325,69
2023-04-09 17:00:00,8.8,11,91,0,45,537,143,80
2023-04-09 18:00:00,5,9,80,0,2,3,2,90
2023-04-09 19:00:00,1.3,8,68,0,0,0,0,99
2023-04-09 20:00:00,0.1,8,56,0,0,0,0,108
2023-04-09 21:00:00,0,7,42,0,0,0,0,116
2023-04-09 22:00:00,0,5,27,0,0,0,0,122
2023-04-09 23:00:00,0,4,9,0,0,0,0,125
2023-04-10 00:00:00,0,3,-9,0,0,0,0,125
2023-04-10 01:00:00,0,3,-26,0,0,0,0,122
2023-04-10 02:00:00,0,3,-42,0,0,0,0,116
2023-04-10 03:00:00,0,2,-56,18.2,0,0,0,108
2023-04-10 04:00:00,0,2,-68,43.9,0,0,0,99
2023-04-10 05:00:00,0,2,-79,17.1,2,0,2,90
2023-04-10 06:00:00,0,3,-90,18,79,225,120,80
2023-04-10 07:00:00,0,5,-102,0,66,755,331,69
2023-04-10 08:00:00,0.7,8,-114,0,81,848,508,60
2023-04-10 09:00:00,1,10,-129,0,89,903,657,51
2023-04-10 10:00:00,5.1,12,-147,0,92,937,764,44
2023-04-10 11:00:00,7.9,14,-168,0,93,954,820,40
2023-04-10 12:00:00,9.2,15,169,0,90,956,820,40
2023-04-10 13:00:00,9.2,16,147,27,367,265,557,44
2023-04-10 14:00:00,10,16,129,20.4,278,385,521,51
2023-04-10 15:00:00,7.4,16,114,37.4,295,42,316,60
2023-04-10 16:00:00,7.7,16,102,49.2,166,0,166,69
2023-04-10 17:00:00,4.5,15,90,44.1,81,0,81,79
2023-04-10 18:00:00,2,13,79,37.7,2,0,2,89
2023-04-10 19:00:00,0.6,12,68,75.4,0,0,0,99
2023-04-10 20:00:00,0,12,56,74.5,0,0,0,108
2023-04-10 21:00:00,0,12,42,77.1,0,0,0,116
2023-04-10 22:00:00,0,12,27,80.4,0,0,0,122
2023-04-10 23:00:00,0,12,9,77.9,0,0,0,125
2023-04-11 00:00:00,0,12,-9,85.9,0,0,0,125
2023-04-11 01:00:00,0,11,-26,77,0,0,0,122
2023-04-11 02:00:00,0,11,-42,80.3,0,0,0,116
2023-04-11 03:00:00,0,11,-56,81.9,0,0,0,108
2023-04-11 04:00:00,0,11,-68,81.9,0,0,0,99
2023-04-11 05:00:00,0,10,-79,93.4,0,0,0,89
2023-04-11 06:00:00,0,9,-90,93.4,9,0,9,79
2023-04-11 07:00:00,0,9,-102,91.6,27,0,27,69
2023-04-11 08:00:00,0,9,-114,88.2,57,0,57,59
2023-04-11 09:00:00,0.1,9,-129,80.9,121,0,121,51
2023-04-11 10:00:00,0.5,9,-147,74.4,189,0,189,44
2023-04-11 11:00:00,1,9,-168,73.6,210,0,210,40
2023-04-11 12:00:00,0.9,9,168,78.1,175,0,175,40
2023-04-11 13:00:00,3.5,9,147,64.8,262,0,262,44
2023-04-11 14:00:00,0.8,10,129,35,358,95,418,51
2023-04-11 15:00:00,3.1,10,114,56.7,216,0,216,59
2023-04-11 16:00:00,4.2,10,101,60,131,0,131,69
2023-04-11 17:00:00,2.8,10,90,56.8,64,0,64,79
2023-04-11 18:00:00,0.6,9,79,49.7,3,0,3,89
2023-04-11 19:00:00,0.3,9,68,78.6,0,0,0,99
2023-04-11 20:00:00,0,8,56,71.9,0,0,0,108
2023-04-11 21:00:00,0,8,42,74.4,0,0,0,116
2023-04-11 22:00:00,0,7,26,67.5,0,0,0,121
2023-04-11 23:00:00,0,7,9,59.3,0,0,0,124
2023-04-12 00:00:00,0,7,-9,59.3,0,0,0,124
2023-04-12 01:00:00,0,7,-26,58.2,0,0,0,121
2023-04-12 02:00:00,0,7,-42,70,0,0,0,115
2023-04-12 03:00:00,0,7,-56,73.4,0,0,0,108
2023-04-12 04:00:00,0,7,-68,73.4,0,0,0,99
2023-04-12 05:00:00,0,7,-79,90.4,1,0,1,89
2023-04-12 06:00:00,0,7,-90,89,16,0,16,79
2023-04-12 07:00:00,0,8,-101,74.2,85,0,85,69
2023-04-12 08:00:00,0.3,10,-114,59.8,202,0,202,59
2023-04-12 09:00:00,1.4,12,-129,23.1,291,324,498,50
2023-04-12 10:00:00,3.4,13,-147,29.8,378,201,524,43
2023-04-12 11:00:00,4.6,14,-168,39,455,42,487,40
2023-04-12 12:00:00,7.1,14,168,68.9,247,0,247,40
2023-04-12 13:00:00,5.6,14,147,66.9,244,0,244,44
2023-04-12 14:00:00,3,14,128,67.5,205,0,205,50
2023-04-12 15:00:00,1.5,13,114,67.7,156,0,156,59
2023-04-12 16:00:00,1.6,12,101,79.2,64,0,64,69
2023-04-12 17:00:00,0.6,11,90,61.8,52,0,52,79
2023-04-12 18:00:00,0.3,10,79,57.2,3,0,3,89
2023-04-12 19:00:00,0.1,9,68,68.2,0,0,0,99
2023-04-12 20:00:00,0,8,55,63.7,0,0,0,108
2023-04-12 21:00:00,0,8,42,59.1,0,0,0,115
2023-04-12 22:00:00,0,7,26,63.7,0,0,0,121
2023-04-12 23:00:00,0,6,9,66.4,0,0,0,124
2023-04-13 00:00:00,0,6,-9,57.2,0,0,0,124
2023-04-13 01:00:00,0,6,-26,48.3,0,0,0,121
2023-04-13 02:00:00,0,6,-42,50.3,0,0,0,115
2023-04-13 03:00:00,0,5,-55,44.3,0,0,0,107
2023-04-13 04:00:00,0,5,-68,47.3,0,0,0,98
2023-04-13 05:00:00,0,5,-79,70.7,3,0,3,89
2023-04-13 06:00:00,0,5,-90,64,57,0,57,79
2023-04-13 07:00:00,0,6,-101,37.2,208,21,216,68
2023-04-13 08:00:00,0.5,6,-114,31,277,158,359,59
2023-04-13 09:00:00,0.8,7,-128,76.7,155,0,155,50
2023-04-13 10:00:00,3.3,7,-147,14.6,259,545,656,43
2023-04-13 11:00:00,1,8,-168,24.5,372,321,620,39
2023-04-13 12:00:00,3.6,7,168,35.2,446,111,531,39
2023-04-13 13:00:00,9.2,7,146,60.8,298,0,298,43
2023-04-13 14:00:00,5.8,6,128,25.8,319,261,487,50
2023-04-13 15:00:00,4.8,5,113,64.8,179,0,179,59
2023-04-13 16:00:00,9.2,5,101,75.9,80,0,80,69
2023-04-13 17:00:00,3.5,5,89,61,59,0,59,79
2023-04-13 18:00:00,0.8,4,79,22.1,7,0,7,89
2023-04-13 19:00:00,0.1,4,67,52.2,0,0,0,98
2023-04-13 20:00:00,0,4,55,51.3,0,0,0,107
2023-04-13 21:00:00,0,3,41,43.3,0,0,0,115
2023-04-13 22:00:00,0,3,26,22.1,0,0,0,121
2023-04-13 23:00:00,0,3,9,24.3,0,0,0,124
2023-04-14 00:00:00,0,3,-9,27.6,0,0,0,124
2023-04-14 01:00:00,0,3,-26,27.4,0,0,0,120
2023-04-14 02:00:00,0,3,-42,45.1,0,0,0,115
2023-04-14 03:00:00,0,2,-55,19.7,0,0,0,107
2023-04-14 04:00:00,0,2,-67,29.5,0,0,0,98
2023-04-14 05:00:00,0,2,-79,67,4,0,4,88
2023-04-14 06:00:00,0,3,-90,56.2,72,0,72,78
2023-04-14 07:00:00,0,4,-101,14.3,135,441,299,68
2023-04-14 08:00:00,0.7,5,-113,0,70,868,525,58
2023-04-14 09:00:00,1.7,7,-128,0,75,923,672,50
2023-04-14 10:00:00,5.8,8,-147,7.2,170,755,724,43
2023-04-14 11:00:00,3.4,9,-168,0,80,969,835,39
2023-04-14 12:00:00,4.6,10,168,0,82,968,835,39
2023-04-14 13:00:00,6.9,11,146,0,80,955,780,43
2023-04-14 14:00:00,7.3,11,128,0,76,927,674,50
2023-04-14 15:00:00,10,12,113,0,70,877,526,59
2023-04-14 16:00:00,10,11,100,0,60,787,350,68
2023-04-14 17:00:00,8.5,11,89,0,43,612,166,78
2023-04-14 18:00:00,6.3,8,78,5.9,9,31,12,89
2023-04-14 19:00:00,2.1,6,67,17.4,0,0,0,98
2023-04-14 20:00:00,0.3,6,55,26.3,0,0,0,107
2023-04-14 21:00:00,0,6,41,23,0,0,0,115
2023-04-14 22:00:00,0,5,26,25.2,0,0,0,120
2023-04-14 23:00:00,0,5,9,9.4,0,0,0,123
2023-04-15 00:00:00,0,5,-9,17.4,0,0,0,123
2023-04-15 01:00:00,0,4,-26,39.9,0,0,0,120
2023-04-15 02:00:00,0,4,-42,42.9,0,0,0,114
2023-04-15 03:00:00,0,4,-55,45,0,0,0,107
2023-04-15 04:00:00,0,4,-67,47,0,0,0,98
2023-04-15 05:00:00,0,4,-78,58.6,7,0,7,88
2023-04-15 06:00:00,0,5,-89,60.5,66,0,66,78
2023-04-15 07:00:00,0,6,-101,65,121,0,121,68
2023-04-15 08:00:00,0.7,7,-113,43.2,295,0,295,58
2023-04-15 09:00:00,2.2,8,-128,57.2,283,0,283,49
2023-04-15 10:00:00,3.2,8,-146,75.6,187,0,187,42
2023-04-15 11:00:00,3.6,8,-168,67.1,269,0,269,38
2023-04-15 12:00:00,2.5,8,168,64.1,292,0,292,39
2023-04-15 13:00:00,3.3,8,146,66.1,256,0,256,43
2023-04-15 14:00:00,3,8,127,66.5,218,0,218,50
2023-04-15 15:00:00,3,8,113,58.7,207,0,207,58
2023-04-15 16:00:00,2.3,8,100,67,108,0,108,68
2023-04-15 17:00:00,2,7,89,56.2,65,0,65,78
2023-04-15 18:00:00,1,7,78,27.2,9,0,9,88
2023-04-15 19:00:00,0.1,7,67,54.8,0,0,0,98
2023-04-15 20:00:00,0,6,55,47.9,0,0,0,107
2023-04-15 21:00:00,0,6,41,51.9,0,0,0,114
2023-04-15 22:00:00,0,6,26,50.9,0,0,0,120
2023-04-15 23:00:00,0,6,8,48.9,0,0,0,123
2023-04-16 00:00:00,0,6,-9,51.9,0,0,0,123
2023-04-16 01:00:00,0,6,-26,53.6,0,0,0,120
2023-04-16 02:00:00,0,6,-41,47.8,0,0,0,114
2023-04-16 03:00:00,0,6,-55,57.5,0,0,0,106
2023-04-16 04:00:00,0,6,-67,57.5,0,0,0,98
2023-04-16 05:00:00,0,6,-78,91.8,1,0,1,88
2023-04-16 06:00:00,0,6,-89,94.9,8,0,8,78
2023-04-16 07:00:00,0,6,-100,80,68,0,68,68
2023-04-16 08:00:00,0,6,-113,74,133,0,133,58
2023-04-16 09:00:00,0.5,6,-128,75,163,0,163,49
2023-04-16 10:00:00,1.2,7,-146,80,151,0,151,42
2023-04-16 11:00:00,0.7,7,-169,77.3,183,0,183,38
2023-04-16 12:00:00,1.1,7,167,77.3,182,0,182,38
2023-04-16 13:00:00,1,7,145,84,120,0,120,42
2023-04-16 14:00:00,0.8,7,127,84.9,97,0,97,49
2023-04-16 15:00:00,1.3,7,112,78.3,109,0,109,58
2023-04-16 16:00:00,0.8,7,100,68.9,102,0,102,68
2023-04-16 17:00:00,0.4,7,89,50.9,75,0,75,78
2023-04-16 18:00:00,0.4,7,78,31.3,10,0,10,88
2023-04-16 19:00:00,0.1,7,66,44.8,0,0,0,98
2023-04-16 20:00:00,0,7,54,49.7,0,0,0,107
2023-04-16 21:00:00,0,7,41,44.8,0,0,0,114
2023-04-16 22:00:00,0,7,25,42.7,0,0,0,120
2023-04-16 23:00:00,0,7,8,43.7,0,0,0,123
2023-04-17 00:00:00,0,6,-9,41.7,0,0,0,122
2023-04-17 01:00:00,0,7,-26,43.6,0,0,0,119
2023-04-17 02:00:00,0,7,-41,47.6,0,0,0,114
2023-04-17 03:00:00,0,6,-55,29.1,0,0,0,106
2023-04-17 04:00:00,0,6,-67,40.5,0,0,0,97
2023-04-17 05:00:00,0,6,-78,80.4,4,0,4,87
2023-04-17 06:00:00,0,6,-89,78.9,35,0,35,77
2023-04-17 07:00:00,0,7,-100,71.5,98,0,98,67
2023-04-17 08:00:00,0.1,8,-113,44.3,287,0,287,57
2023-04-17 09:00:00,1.7,9,-128,62.5,249,0,249,49
2023-04-17 10:00:00,2,10,-146,34,426,109,508,42
2023-04-17 11:00:00,4.1,11,-169,4.3,168,788,791,38
2023-04-17 12:00:00,4.4,12,167,0,106,913,827,38
2023-04-17 13:00:00,5.3,12,145,1.3,119,864,761,42
2023-04-17 14:00:00,2.6,12,127,27.2,335,227,484,49
2023-04-17 15:00:00,10,12,112,7.9,156,605,477,58
2023-04-17 16:00:00,9.5,12,100,11.2,136,445,305,68
2023-04-17 17:00:00,1.7,11,88,26.6,105,66,119,78
2023-04-17 18:00:00,1.9,9,77,13.7,14,0,14,88
2023-04-17 19:00:00,0.3,9,66,14.8,0,0,0,98
2023-04-17 20:00:00,0.1,8,54,21.5,0,0,0,106
2023-04-17 21:00:00,0,8,40,21.5,0,0,0,114
2023-04-17 22:00:00,0,8,25,23.7,0,0,0,119
2023-04-17 23:00:00,0,8,8,14.8,0,0,0,122
2023-04-18 00:00:00,0,8,-9,35.4,0,0,0,122
2023-04-18 01:00:00,0,7,-26,40.4,0,0,0,119
2023-04-18 02:00:00,0,7,-41,59.8,0,0,0,113
2023-04-18 03:00:00,0,7,-55,61.7,0,0,0,106
2023-04-18 04:00:00,0,7,-67,57.9,0,0,0,97
2023-04-18 05:00:00,0,7,-78,57,10,0,10,87
2023-04-18 06:00:00,0,8,-89,57.7,71,0,71,77
2023-04-18 07:00:00,0,8,-100,39.5,209,0,209,67
2023-04-18 08:00:00,0.3,9,-113,28.3,292,149,372,57
2023-04-18 09:00:00,1.6,10,-128,16.1,272,430,558,48
2023-04-18 10:00:00,3,11,-146,21.9,352,330,600,41
2023-04-18 11:00:00,3.1,12,-169,8.8,233,652,751,37
2023-04-18 12:00:00,4.4,13,167,0,111,899,824,38
2023-04-18 13:00:00,9.5,14,145,0,105,891,771,42
2023-04-18 14:00:00,6.6,15,126,0,100,860,666,49
2023-04-18 15:00:00,10,15,112,0,89,807,521,58
2023-04-18 16:00:00,10,14,99,8.1,118,528,320,67
2023-04-18 17:00:00,8.5,14,88,4.1,63,461,162,78
2023-04-18 18:00:00,6.3,12,77,0,14,72,20,88
2023-04-18 19:00:00,1.2,11,66,0,0,0,0,97
2023-04-18 20:00:00,0.1,10,54,20.4,0,0,0,106
2023-04-18 21:00:00,0,9,40,0,0,0,0,114
2023-04-18 22:00:00,0,8,25,0,0,0,0,119
2023-04-18 23:00:00,0,8,8,0,0,0,0,122
2023-04-19 00:00:00,0,7,-9,7,0,0,0,122
2023-04-19 01:00:00,0,7,-26,46.2,0,0,0,119
2023-04-19 02:00:00,0,7,-41,58.6,0,0,0,113
2023-04-19 03:00:00,0,8,-55,58.6,0,0,0,105
2023-04-19 04:00:00,0,8,-67,52,0,0,0,97
2023-04-19 05:00:00,0,8,-78,45.2,16,0,16,87
2023-04-19 06:00:00,0,8,-89,77.4,41,0,41,77
2023-04-19 07:00:00,0,9,-100,74.1,94,0,94,67
2023-04-19 08:00:00,0.2,9,-112,64.7,188,0,188,57
