date,dc_power,CloudOpacity,Ghi,ApparentTemperature,AirTemperature,DewPointTemperature,RelativeHumidity,WindSpeed,WindDirection
2020-01-01 00:00:00,0.00,0.0,983,13.67,13.88,8.96,72.40,0.00,188.13
2020-01-01 01:00:00,0.00,0.0,1069,11.95,13.26,9.27,76.53,5.95,247.87
2020-01-01 02:00:00,0.00,0.0,1092,11.83,12.90,9.49,79.87,5.31,253.73
2020-01-01 03:00:00,0.00,0.0,1051,11.43,12.17,9.95,86.33,3.96,254.27
2020-01-01 04:00:00,0.00,0.0,950,10.62,10.96,9.26,89.00,0.84,240.73
2020-01-01 05:00:00,0.00,0.0,798,9.55,9.75,8.99,95.07,0.00,98.00
2020-01-01 06:00:00,0.00,0.0,608,8.15,8.57,8.47,99.00,0.00,11.00
2020-01-01 07:00:00,1.67,0.0,397,8.73,9.43,8.84,96.27,2.33,11.00
2020-01-01 08:00:00,5.93,0.0,185,12.57,13.46,9.57,77.27,4.56,11.27
2020-01-01 09:00:00,11.11,0.0,25,15.25,16.25,10.16,67.20,5.60,203.53
2020-01-01 10:00:00,15.83,0.0,0,16.57,18.26,10.52,60.60,9.53,236.73
2020-01-01 11:00:00,19.20,0.0,0,17.52,20.53,8.46,45.87,13.72,235.33
2020-01-01 12:00:00,21.26,0.0,0,17.91,21.66,5.37,34.60,13.50,223.47
2020-01-01 13:00:00,20.98,0.0,0,19.60,23.23,5.50,31.73,13.40,223.93
2020-01-01 14:00:00,0.00,0.0,0,20.49,24.23,6.20,31.33,14.60,212.80
2020-01-01 15:00:00,21.09,0.0,0,22.03,24.59,6.67,31.67,9.05,195.20
2020-01-01 16:00:00,9.94,0.0,0,22.94,25.84,7.18,30.47,11.92,190.47
2020-01-01 17:00:00,15.27,0.0,0,23.31,26.42,7.29,29.67,12.76,223.33
2020-01-01 18:00:00,10.44,0.0,0,23.32,26.21,7.13,29.73,11.58,214.13
2020-01-01 19:00:00,4.67,0.0,52,21.91,24.93,8.11,34.27,13.12,212.73
2020-01-01 20:00:00,0.88,0.0,233,20.11,22.29,8.91,42.47,9.88,198.73
2020-01-01 21:00:00,0.00,0.0,448,16.01,19.02,9.14,52.73,14.80,201.40
2020-01-01 22:00:00,0.00,0.0,658,15.09,17.87,9.05,56.27,13.24,190.73
2020-01-01 23:00:00,0.00,0.0,841,15.45,17.03,9.41,60.87,7.83,158.33
2020-01-02 00:00:00,0.00,0.0,977,15.49,15.95,9.98,67.67,2.19,196.67
2020-01-02 01:00:00,0.00,0.0,1061,14.62,15.28,10.55,73.33,4.28,205.27
2020-01-02 02:00:00,0.00,0.0,1085,14.81,14.62,10.39,75.87,0.00,165.00
2020-01-02 03:00:00,0.00,0.0,1043,13.95,13.83,10.25,79.13,0.00,165.00
2020-01-02 04:00:00,0.00,0.0,944,13.15,13.01,10.39,83.87,0.00,158.00
2020-01-02 05:00:00,0.00,3.0,771,11.96,11.86,10.21,89.73,0.00,157.00
2020-01-02 06:00:00,0.00,0.4,601,9.94,10.43,10.06,97.73,2.91,121.33
2020-01-02 07:00:00,1.56,0.0,391,11.69,11.94,9.66,86.07,1.08,80.00
2020-01-02 08:00:00,4.77,4.8,176,15.68,16.03,10.50,69.73,3.00,101.60
2020-01-02 09:00:00,8.80,16.7,18,16.98,18.92,8.54,50.87,8.39,143.20
2020-01-02 10:00:00,10.80,0.0,0,19.13,21.10,7.77,42.20,7.47,177.20
2020-01-02 11:00:00,13.95,0.0,0,20.95,23.23,7.93,37.53,9.32,216.67
2020-01-02 12:00:00,17.06,0.0,0,20.79,23.79,10.92,44.33,17.12,236.60
2020-01-02 13:00:00,18.99,0.0,0,22.65,25.24,10.92,40.67,15.04,250.33
2020-01-02 14:00:00,20.99,0.0,0,22.36,25.58,10.38,38.40,17.60,244.00
2020-01-02 15:00:00,20.45,0.0,0,23.52,26.29,10.13,36.27,14.84,222.80
2020-01-02 16:00:00,17.80,0.0,0,23.33,26.57,9.83,34.93,16.82,218.47
2020-01-02 17:00:00,14.90,0.0,0,23.33,25.72,10.25,37.80,13.14,197.80
2020-01-02 18:00:00,10.28,0.0,0,22.68,25.71,10.13,37.53,15.90,206.00
2020-01-02 19:00:00,4.70,0.0,47,22.45,24.85,9.16,37.00,11.68,197.00
2020-01-02 20:00:00,0.83,0.0,221,20.10,22.42,8.99,42.33,10.72,176.33
2020-01-02 21:00:00,0.00,0.0,434,18.40,19.88,10.16,53.60,8.21,170.93
2020-01-02 22:00:00,0.00,0.0,646,16.31,18.15,10.53,61.07,10.72,199.67
2020-01-02 23:00:00,0.00,0.0,831,15.47,16.67,10.53,67.07,7.16,229.87
2020-01-03 00:00:00,0.00,0.0,974,14.83,15.99,12.11,77.60,9.16,223.00
2020-01-03 01:00:00,0.00,0.0,1064,14.65,15.30,12.61,84.07,7.60,239.93
2020-01-03 02:00:00,0.00,0.0,1092,14.89,14.84,13.49,91.73,5.45,226.27
2020-01-03 03:00:00,0.00,0.0,1049,13.83,13.92,13.72,99.00,6.57,233.60
2020-01-03 04:00:00,0.00,0.0,948,13.93,13.67,13.47,99.00,4.23,206.00
2020-01-03 05:00:00,0.00,0.0,795,13.86,12.97,12.77,99.00,0.00,202.47
2020-01-03 06:00:00,0.00,0.0,598,12.59,11.96,11.96,100.00,0.00,210.33
2020-01-03 07:00:00,0.70,1.6,377,13.57,12.76,12.56,99.00,0.00,210.13
2020-01-03 08:00:00,2.41,17.5,148,15.27,15.14,12.66,85.07,3.36,212.93
2020-01-03 09:00:00,5.25,5.3,19,17.59,17.98,11.86,67.47,4.84,158.73
2020-01-03 10:00:00,9.03,0.0,0,19.50,20.33,11.66,57.47,7.25,223.73
2020-01-03 11:00:00,10.79,0.0,0,20.99,22.17,11.31,50.13,8.21,203.40
2020-01-03 12:00:00,15.28,0.0,0,23.97,25.43,10.63,39.47,8.48,110.67
2020-01-03 13:00:00,17.69,0.0,0,26.87,28.41,9.10,29.87,6.96,140.33
2020-01-03 14:00:00,19.87,0.0,0,30.41,32.05,8.63,23.53,6.75,151.47
2020-01-03 15:00:00,14.11,0.0,0,31.25,34.13,4.74,16.00,8.60,157.87
2020-01-03 16:00:00,13.18,0.0,0,31.77,35.16,1.01,11.60,7.97,154.67
2020-01-03 17:00:00,9.45,0.0,0,33.06,36.45,-1.28,9.13,6.60,155.20
2020-01-03 18:00:00,5.72,0.0,0,32.56,36.02,3.69,13.40,10.36,131.53
2020-01-03 19:00:00,3.16,10.4,38,33.67,35.96,5.26,15.00,6.01,91.40
2020-01-03 20:00:00,0.78,6.8,210,31.80,34.68,2.16,13.00,6.55,109.60
2020-01-03 21:00:00,0.00,0.0,427,29.21,30.27,9.62,27.87,5.32,228.67
2020-01-03 22:00:00,0.00,0.0,626,28.33,28.15,13.46,40.53,4.49,323.33
2020-01-03 23:00:00,0.00,0.0,795,25.52,25.53,12.26,43.67,3.68,349.47
2020-01-04 00:00:00,0.00,0.0,909,21.93,24.05,9.48,39.67,10.48,85.60
2020-01-04 01:00:00,0.00,0.7,974,19.65,21.63,7.86,41.13,7.56,61.40
2020-01-04 02:00:00,0.00,59.5,404,17.81,20.62,6.18,38.93,10.00,82.47
2020-01-04 03:00:00,0.00,92.0,78,17.42,20.37,7.79,44.20,12.76,108.53
2020-01-04 04:00:00,0.00,46.7,462,16.31,19.21,8.09,48.60,12.76,104.47
2020-01-04 05:00:00,0.00,22.6,571,16.39,18.05,7.29,49.33,5.09,95.93
2020-01-04 06:00:00,0.00,0.0,565,15.79,18.17,7.09,48.40,8.77,102.67
2020-01-04 07:00:00,1.32,0.0,366,19.43,21.90,5.69,34.87,7.71,240.27
2020-01-04 08:00:00,4.66,5.5,158,21.37,25.43,8.70,34.67,19.50,262.53
2020-01-04 09:00:00,9.18,1.8,20,22.82,26.24,10.59,37.40,18.30,251.20
2020-01-04 10:00:00,13.62,0.0,0,24.61,26.91,13.43,43.47,17.40,238.07
2020-01-04 11:00:00,16.84,0.0,0,25.63,27.61,13.75,42.60,16.80,213.07
2020-01-04 12:00:00,17.71,0.0,0,24.55,27.61,14.15,43.67,22.34,204.67
2020-01-04 13:00:00,16.98,0.0,0,19.98,23.58,15.44,60.33,27.71,206.33
2020-01-04 14:00:00,18.38,0.0,0,16.87,19.84,15.55,76.33,24.57,215.13
2020-01-04 15:00:00,11.70,47.9,0,15.09,18.88,13.95,73.00,25.66,207.27
2020-01-04 16:00:00,4.60,40.2,0,15.53,19.95,12.39,61.73,26.52,206.13
2020-01-04 17:00:00,11.81,31.6,0,15.36,19.91,10.79,55.67,24.56,207.13
2020-01-04 18:00:00,8.63,39.9,0,15.37,19.60,9.34,51.47,20.88,203.47
2020-01-04 19:00:00,3.97,56.4,9,12.99,18.28,8.72,53.67,26.03,207.27
2020-01-04 20:00:00,0.90,80.1,36,11.73,16.57,8.85,60.27,24.16,202.67
2020-01-04 21:00:00,0.00,94.2,22,11.93,15.48,9.15,65.87,17.26,216.73
2020-01-04 22:00:00,0.00,94.3,34,11.84,15.05,8.39,64.47,14.62,210.27
2020-01-04 23:00:00,0.00,89.5,81,11.95,14.93,8.65,66.13,13.60,214.53
2020-01-05 00:00:00,0.00,75.2,226,11.34,14.70,7.91,63.73,14.60,207.00
2020-01-05 01:00:00,0.00,63.1,366,11.49,14.55,7.55,63.00,13.00,207.60
2020-01-05 02:00:00,0.00,76.3,242,12.05,14.19,8.19,67.00,8.75,190.73
2020-01-05 03:00:00,0.00,76.2,236,11.74,14.05,8.03,66.93,9.52,185.80
2020-01-05 04:00:00,0.00,77.0,207,11.45,14.03,7.89,66.27,10.84,210.20
2020-01-05 05:00:00,0.00,80.2,151,10.95,14.03,7.95,66.60,13.24,209.67
2020-01-05 06:00:00,0.00,82.0,103,11.16,14.17,7.39,63.60,12.16,219.87
2020-01-05 07:00:00,0.00,76.1,90,10.79,14.31,7.73,64.53,15.66,225.13
2020-01-05 08:00:00,0.67,76.9,41,10.27,12.89,11.09,88.80,15.30,213.80
2020-01-05 09:00:00,2.58,61.1,5,11.15,12.41,12.37,99.80,10.33,200.73
2020-01-05 10:00:00,1.83,56.7,0,10.19,11.63,11.43,99.00,9.88,158.13
2020-01-05 11:00:00,1.18,51.4,0,10.82,12.02,11.82,99.00,9.16,128.87
2020-01-05 12:00:00,1.47,60.7,0,10.42,13.01,12.22,94.93,17.02,234.13
2020-01-05 13:00:00,1.70,61.2,0,10.74,13.59,11.27,85.93,16.96,217.60
2020-01-05 14:00:00,0.96,60.7,0,10.19,13.68,9.21,74.33,17.18,212.93
2020-01-05 15:00:00,0.54,94.4,0,12.59,14.63,8.85,68.20,9.25,199.87
2020-01-05 16:00:00,1.82,95.3,0,12.59,15.29,8.70,64.73,12.52,205.33
2020-01-05 17:00:00,1.59,95.2,0,12.75,15.52,8.95,64.80,13.24,196.93
2020-01-05 18:00:00,2.98,94.6,0,12.87,15.53,9.21,65.93,12.76,187.67
2020-01-05 19:00:00,0.65,90.4,3,12.22,15.24,8.64,64.67,13.76,200.93
2020-01-05 20:00:00,0.00,89.3,12,12.19,14.74,7.99,63.87,11.08,206.73
2020-01-05 21:00:00,0.00,87.1,34,11.45,14.29,8.30,67.07,12.64,213.13
2020-01-05 22:00:00,0.00,83.9,66,10.69,13.69,9.11,73.87,14.44,213.20
2020-01-05 23:00:00,0.00,68.8,157,10.42,12.69,11.17,90.40,13.72,221.67
2020-01-06 00:00:00,0.00,74.8,138,10.33,12.43,11.77,95.73,13.60,195.87
2020-01-06 01:00:00,0.00,72.2,175,10.94,12.02,11.82,99.00,8.48,174.53
2020-01-06 02:00:00,0.00,87.2,87,10.35,11.81,11.81,100.00,10.48,181.27
2020-01-06 03:00:00,0.00,96.5,21,10.59,11.79,11.79,100.00,9.37,188.73
2020-01-06 04:00:00,0.00,95.1,26,10.53,11.73,11.73,100.00,9.01,212.00
2020-01-06 05:00:00,0.00,86.7,60,11.01,11.51,11.51,100.00,5.09,177.40
2020-01-06 06:00:00,0.00,85.7,49,11.19,11.60,11.79,100.00,4.49,194.13
2020-01-06 07:00:00,0.18,77.2,47,11.26,11.80,11.99,100.00,5.63,200.07
2020-01-06 08:00:00,0.54,73.9,25,12.69,12.06,12.25,100.00,0.12,240.00
2020-01-06 09:00:00,1.07,47.1,6,12.93,12.23,12.42,100.00,0.00,240.00
2020-01-06 10:00:00,1.38,40.3,0,12.36,12.59,12.59,100.00,5.44,342.33
2020-01-06 11:00:00,1.62,40.5,0,13.36,13.34,13.34,100.00,5.51,338.73
2020-01-06 12:00:00,2.48,1.3,0,14.87,14.64,14.18,97.13,5.77,300.33
2020-01-06 13:00:00,4.18,0.0,0,15.11,15.47,14.30,92.80,8.80,210.00
2020-01-06 14:00:00,3.14,0.0,0,14.41,15.11,13.81,92.00,9.64,240.07
2020-01-06 15:00:00,6.39,39.5,0,14.88,15.12,14.21,94.47,8.17,229.40
2020-01-06 16:00:00,4.85,36.3,0,14.79,15.41,14.04,91.60,9.88,236.93
2020-01-06 17:00:00,2.56,29.1,0,14.72,15.31,14.43,94.60,10.48,216.27
2020-01-06 18:00:00,3.95,35.2,0,14.77,14.69,14.69,100.00,7.23,193.73
2020-01-06 19:00:00,2.68,58.7,5,16.59,14.98,14.98,100.00,0.00,203.00
2020-01-06 20:00:00,0.52,56.6,49,16.60,15.11,15.11,100.00,1.08,203.00
2020-01-06 21:00:00,0.00,65.5,95,16.77,15.10,15.29,100.00,0.00,203.00
2020-01-06 22:00:00,0.00,65.0,158,16.41,15.30,15.49,100.00,3.15,203.00
2020-01-06 23:00:00,0.00,72.2,182,16.54,15.40,15.59,100.00,3.24,197.87
2020-01-07 00:00:00,0.00,74.5,225,16.42,15.50,15.51,100.00,4.32,193.07
2020-01-07 01:00:00,0.00,85.2,149,17.40,15.60,15.60,100.00,0.00,194.00
2020-01-07 02:00:00,0.00,88.6,117,16.69,15.50,15.50,100.00,3.03,231.00
2020-01-07 03:00:00,0.00,95.7,43,15.91,15.66,15.66,100.00,8.29,198.67
2020-01-07 04:00:00,0.00,92.9,63,17.43,15.80,15.80,100.00,1.68,172.00
2020-01-07 05:00:00,0.00,82.2,133,17.15,15.83,15.83,100.00,3.51,175.00
2020-01-07 06:00:00,0.00,75.4,140,16.91,15.84,15.84,100.00,4.47,178.87
2020-01-07 07:00:00,0.96,64.8,132,16.66,16.05,16.05,100.00,7.28,189.27
2020-01-07 08:00:00,3.66,62.9,63,17.95,16.60,16.60,100.00,4.31,183.67
2020-01-07 09:00:00,7.80,14.5,14,18.64,17.50,17.29,98.87,7.17,177.00
2020-01-07 10:00:00,12.12,5.1,0,19.13,18.64,16.58,87.80,8.92,189.47
2020-01-07 11:00:00,16.42,41.0,0,19.29,19.41,15.87,79.87,10.43,189.33
2020-01-07 12:00:00,18.48,1.3,0,20.13,19.69,15.72,77.67,7.29,186.33
2020-01-07 13:00:00,19.19,0.0,0,19.60,19.30,16.75,85.27,10.33,185.40
2020-01-07 14:00:00,19.48,0.0,0,18.26,19.38,16.50,83.60,17.12,208.07
2020-01-07 15:00:00,17.41,58.2,0,19.10,19.50,16.60,83.47,13.26,206.80
2020-01-07 16:00:00,15.13,60.5,0,18.53,19.60,16.59,82.93,17.02,210.00
2020-01-07 17:00:00,11.90,62.7,0,18.45,19.53,16.43,82.47,16.88,204.67
2020-01-07 18:00:00,8.00,64.9,0,19.20,19.61,16.00,79.47,11.80,191.60
2020-01-07 19:00:00,3.46,30.2,21,18.84,19.15,16.07,82.20,11.92,192.20
2020-01-07 20:00:00,0.83,41.1,114,18.88,18.71,16.36,86.27,10.09,188.67
2020-01-07 21:00:00,0.00,13.0,353,18.12,18.50,16.41,87.53,13.00,195.60
2020-01-07 22:00:00,0.00,16.0,508,18.20,18.29,16.51,89.20,11.56,194.93
2020-01-07 23:00:00,0.00,40.1,472,17.83,18.00,16.55,91.27,12.28,198.07
2020-01-08 00:00:00,0.00,29.2,657,17.65,17.40,16.90,97.00,10.96,192.53
2020-01-08 01:00:00,0.00,14.7,865,17.42,17.10,16.90,99.00,10.72,192.20
2020-01-08 02:00:00,0.00,8.2,955,17.31,16.90,16.60,98.00,9.37,185.67
2020-01-08 03:00:00,0.00,6.8,936,17.00,16.84,16.55,98.13,10.48,196.13
2020-01-08 04:00:00,0.00,9.8,822,16.81,16.70,16.05,95.80,9.73,189.93
2020-01-08 05:00:00,0.00,3.4,740,16.45,16.43,16.23,99.00,10.84,215.33
2020-01-08 06:00:00,0.00,1.5,574,16.05,16.20,16.00,99.00,11.08,220.47
2020-01-08 07:00:00,1.25,0.2,377,16.28,16.31,16.11,99.00,10.72,208.20
2020-01-08 08:00:00,4.13,0.6,174,16.72,17.24,16.03,92.60,13.00,208.07
2020-01-08 09:00:00,8.80,1.5,23,18.43,18.59,15.51,82.13,9.85,198.73
2020-01-08 10:00:00,6.73,0.0,0,19.09,19.92,15.00,73.40,12.88,195.93
2020-01-08 11:00:00,17.30,0.0,0,21.81,22.27,15.29,64.67,11.08,169.67
2020-01-08 12:00:00,19.04,0.0,0,22.72,23.40,15.06,59.53,11.92,171.13
2020-01-08 13:00:00,20.11,0.0,0,24.26,25.25,14.95,52.93,13.12,178.33
2020-01-08 14:00:00,19.40,0.0,0,24.81,25.71,14.81,51.00,12.64,187.00
2020-01-08 15:00:00,17.25,0.0,0,25.03,26.12,14.95,50.20,14.08,186.07
2020-01-08 16:00:00,13.98,4.8,0,25.21,26.38,15.08,49.87,14.36,197.60
2020-01-08 17:00:00,8.90,1.2,0,24.71,26.29,15.14,50.33,16.56,201.00
2020-01-08 18:00:00,6.02,38.3,0,23.93,25.87,15.85,53.93,20.14,208.93
2020-01-08 19:00:00,2.72,2.3,36,24.05,24.92,15.80,56.93,14.22,204.20
2020-01-08 20:00:00,0.89,19.4,160,21.86,23.09,16.25,65.27,17.16,210.67
2020-01-08 21:00:00,0.00,25.3,310,21.47,21.74,16.66,72.93,13.12,210.33
2020-01-08 22:00:00,0.00,1.3,614,20.69,20.63,16.71,78.40,11.32,215.00
2020-01-08 23:00:00,0.00,0.0,801,19.59,18.82,17.89,94.47,10.24,226.27
2020-01-09 00:00:00,0.00,0.0,932,19.37,18.99,16.64,86.27,9.52,202.13
2020-01-09 01:00:00,0.00,0.0,1018,18.73,18.27,16.99,92.33,9.88,212.53
2020-01-09 02:00:00,0.00,0.0,1042,17.89,17.53,17.33,98.93,11.32,214.27
2020-01-09 03:00:00,0.00,0.0,990,17.25,17.14,16.94,99.00,11.68,206.20
2020-01-09 04:00:00,0.00,0.0,888,17.64,16.66,16.46,99.00,6.21,214.53
2020-01-09 05:00:00,0.00,4.0,712,17.56,16.44,16.44,100.00,5.45,149.00
2020-01-09 06:00:00,0.00,15.4,476,17.33,16.01,16.01,100.00,3.36,149.00
2020-01-09 07:00:00,1.20,20.5,281,17.03,15.57,15.57,100.00,1.80,143.00
2020-01-09 08:00:00,4.39,31.4,114,19.87,18.38,17.23,93.07,5.39,70.20
2020-01-09 09:00:00,8.77,37.9,7,20.25,19.65,15.81,78.40,6.91,56.60
2020-01-09 10:00:00,13.51,25.4,0,21.87,21.49,15.77,69.93,8.00,85.27
2020-01-09 11:00:00,17.04,41.0,0,24.49,24.20,15.19,57.20,7.25,187.07
2020-01-09 12:00:00,18.82,1.3,0,26.73,26.31,14.95,49.67,5.97,107.07
2020-01-09 13:00:00,19.81,0.0,0,29.18,29.40,15.11,41.80,9.88,265.00
2020-01-09 14:00:00,19.40,0.0,0,31.22,31.24,14.67,36.67,7.88,138.73
2020-01-09 15:00:00,18.04,0.0,0,32.40,32.67,14.37,33.13,8.63,190.87
2020-01-09 16:00:00,15.12,0.0,0,33.09,33.60,13.87,30.47,8.96,180.73
2020-01-09 17:00:00,11.90,0.0,0,32.25,32.60,15.49,35.80,10.96,157.33
2020-01-09 18:00:00,8.27,26.5,0,32.15,31.83,16.96,41.07,10.60,152.33
2020-01-09 19:00:00,3.81,46.6,10,31.40,30.35,17.65,46.67,8.39,162.13
2020-01-09 20:00:00,0.89,22.8,151,30.09,29.35,17.67,49.40,9.88,83.27
2020-01-09 21:00:00,0.00,8.8,350,28.37,27.47,17.93,56.13,9.73,62.07
2020-01-09 22:00:00,0.00,14.0,505,27.20,26.25,18.27,61.60,10.12,78.00
2020-01-09 23:00:00,0.00,50.6,379,26.56,24.55,18.52,69.13,5.29,61.87
2020-01-10 00:00:00,0.00,42.4,504,24.40,23.09,19.12,78.27,10.24,119.87
2020-01-10 01:00:00,0.00,55.4,426,24.51,22.58,19.38,82.00,7.44,132.27
2020-01-10 02:00:00,0.00,60.4,383,23.59,21.39,19.69,90.00,6.99,125.93
2020-01-10 03:00:00,0.00,74.3,239,22.73,21.07,17.91,82.20,5.55,111.20
2020-01-10 04:00:00,0.00,88.3,96,22.65,22.46,14.51,60.73,6.31,85.40
2020-01-10 05:00:00,0.00,94.9,34,23.79,24.59,13.85,51.33,10.48,96.53
2020-01-10 06:00:00,0.00,94.6,26,24.78,25.05,13.34,48.20,6.84,116.20
2020-01-10 07:00:00,0.93,90.1,29,24.99,24.64,13.76,50.73,3.83,103.80
2020-01-10 08:00:00,5.27,86.1,21,27.48,26.85,15.58,50.13,6.16,104.60
2020-01-10 09:00:00,8.78,67.7,5,29.33,29.47,15.56,42.93,10.12,68.33
2020-01-10 10:00:00,14.39,84.1,0,27.99,30.09,15.05,40.13,18.80,143.60
2020-01-10 11:00:00,18.03,78.8,0,26.31,29.34,15.25,42.47,24.20,325.80
2020-01-10 12:00:00,20.12,3.0,0,27.64,29.67,15.33,41.80,19.50,212.93
2020-01-10 13:00:00,20.21,0.0,0,28.02,30.95,14.55,36.93,22.60,146.40
2020-01-10 14:00:00,20.47,0.0,0,31.19,33.38,14.24,31.60,18.16,340.40
2020-01-10 15:00:00,12.40,0.0,0,20.41,22.97,17.95,73.93,27.61,220.80
2020-01-10 16:00:00,8.78,0.0,0,11.59,15.75,15.75,100.00,30.61,217.73
2020-01-10 17:00:00,6.88,0.0,0,12.75,14.52,14.52,100.00,16.48,241.33
2020-01-10 18:00:00,4.06,5.0,0,12.01,13.35,13.35,100.00,12.40,221.87
2020-01-10 19:00:00,2.36,45.7,16,12.39,13.11,13.19,100.00,8.68,212.60
2020-01-10 20:00:00,0.41,65.3,71,12.41,13.38,13.38,100.00,10.36,268.27
2020-01-10 21:00:00,0.00,72.0,116,14.05,13.25,13.25,100.00,0.96,276.27
2020-01-10 22:00:00,0.00,68.2,199,12.23,13.07,13.07,100.00,9.13,272.40
2020-01-10 23:00:00,0.00,69.1,253,14.00,13.65,13.65,100.00,4.11,306.47
2020-01-11 00:00:00,0.00,70.7,278,12.74,13.37,13.29,99.60,8.68,265.87
2020-01-11 01:00:00,0.00,80.3,204,13.53,13.69,13.49,99.00,6.57,281.20
2020-01-11 02:00:00,0.00,49.6,535,11.96,12.81,12.61,99.00,8.44,276.33
2020-01-11 03:00:00,0.00,35.6,659,11.58,12.52,12.48,99.80,8.77,284.47
2020-01-11 04:00:00,0.00,29.5,650,11.25,12.71,12.64,99.67,11.92,279.13
2020-01-11 05:00:00,0.00,28.1,556,12.05,13.19,12.99,99.00,10.84,268.47
2020-01-11 06:00:00,0.00,23.3,456,12.05,13.29,12.56,95.27,10.60,264.53
2020-01-11 07:00:00,1.55,32.0,255,12.48,13.11,12.93,99.07,8.03,256.40
2020-01-11 08:00:00,6.23,27.6,132,12.00,13.84,10.87,82.20,10.96,256.27
2020-01-11 09:00:00,12.00,15.3,14,11.89,14.23,9.43,73.00,11.68,250.27
2020-01-11 10:00:00,16.95,0.0,0,11.20,14.97,8.91,67.13,18.16,231.53
2020-01-11 11:00:00,20.03,0.0,0,11.96,15.82,7.72,58.60,17.48,224.40
2020-01-11 12:00:00,0.00,39.5,0,12.35,15.96,8.44,61.00,16.40,214.33
2020-01-11 13:00:00,0.00,41.4,0,13.15,16.81,8.23,57.00,16.76,205.27
2020-01-11 14:00:00,0.00,41.4,0,14.41,18.04,8.47,53.53,16.56,205.40
2020-01-11 15:00:00,0.00,33.0,0,15.85,19.09,8.15,49.07,14.70,208.40
2020-01-11 16:00:00,19.78,13.6,0,15.27,18.69,8.17,50.40,14.96,179.33
2020-01-11 17:00:00,16.39,4.5,0,14.21,17.89,8.83,55.40,17.42,190.87
2020-01-11 18:00:00,11.11,74.3,0,12.06,17.18,8.11,55.20,24.20,204.53
2020-01-11 19:00:00,5.16,58.1,21,12.37,16.48,8.41,58.87,19.06,191.27
2020-01-11 20:00:00,0.87,4.1,196,11.31,15.93,8.42,61.07,21.98,196.47
2020-01-11 21:00:00,0.00,9.7,375,11.27,15.39,8.76,64.60,20.12,195.13
2020-01-11 22:00:00,0.00,39.1,369,11.07,14.99,8.65,65.80,18.88,191.93
2020-01-11 23:00:00,0.00,59.8,322,10.96,13.51,12.37,92.93,17.26,206.13
2020-01-12 00:00:00,0.00,60.3,374,12.55,13.78,10.38,80.00,7.13,203.33
2020-01-12 01:00:00,0.00,34.0,678,12.46,14.39,11.67,83.73,12.40,204.80
2020-01-12 02:00:00,0.00,21.6,828,12.87,13.90,11.61,86.07,7.91,162.87
2020-01-12 03:00:00,0.00,18.5,835,13.06,13.42,12.83,96.27,6.31,208.33
2020-01-12 04:00:00,0.00,10.9,827,12.27,14.05,10.03,76.87,9.52,184.33
2020-01-12 05:00:00,0.00,0.0,786,12.57,14.28,9.16,71.40,7.91,161.53
2020-01-12 06:00:00,0.00,0.0,601,11.85,13.67,8.39,70.60,7.52,179.80
2020-01-12 07:00:00,1.31,0.0,394,12.64,13.85,9.41,74.67,5.65,166.67
2020-01-12 08:00:00,2.77,0.0,186,13.47,15.29,10.03,70.80,9.76,169.80
2020-01-12 09:00:00,8.11,0.0,26,13.73,16.01,9.13,63.60,10.84,170.53
2020-01-12 10:00:00,10.93,0.0,0,13.93,16.79,8.81,59.33,13.24,188.67
2020-01-12 11:00:00,16.30,0.0,0,13.67,16.96,8.88,58.93,15.54,193.67
2020-01-12 12:00:00,19.09,0.0,0,16.70,18.58,10.05,57.53,10.12,175.53
2020-01-12 13:00:00,20.01,0.0,0,17.54,19.74,9.95,53.20,11.56,190.07
2020-01-12 14:00:00,20.30,0.0,0,17.99,20.78,10.25,50.93,14.96,195.27
2020-01-12 15:00:00,17.75,0.0,0,18.70,21.47,11.03,51.40,15.90,217.40
2020-01-12 16:00:00,15.81,0.0,0,19.51,21.87,11.35,51.27,14.35,204.27
2020-01-12 17:00:00,12.14,0.0,0,19.23,22.26,10.63,47.67,16.70,217.47
2020-01-12 18:00:00,8.03,0.0,0,18.87,21.59,11.13,51.40,16.14,225.13
2020-01-12 19:00:00,3.60,0.0,23,18.11,20.51,11.57,56.53,14.82,235.47
2020-01-12 20:00:00,0.93,5.1,139,16.72,18.89,10.87,59.60,12.40,202.40
2020-01-12 21:00:00,0.00,5.9,305,13.62,16.61,10.69,68.07,16.74,215.73
2020-01-12 22:00:00,0.00,0.1,511,13.39,15.61,11.09,74.40,13.24,192.93
2020-01-12 23:00:00,0.00,0.1,679,13.20,14.87,11.64,80.87,11.08,178.53
2020-01-13 00:00:00,0.00,0.8,787,13.06,13.96,11.77,86.60,7.49,208.00
2020-01-13 01:00:00,0.00,0.6,878,12.53,13.00,12.35,95.80,6.13,240.67
2020-01-13 02:00:00,0.00,0.4,922,12.99,12.77,12.46,97.93,2.79,246.13
2020-01-13 03:00:00,0.00,5.5,863,12.71,12.15,11.95,99.00,0.00,250.00
2020-01-13 04:00:00,0.00,3.5,801,11.58,11.92,11.83,99.53,4.76,18.67
2020-01-13 05:00:00,0.00,2.5,678,11.76,11.33,11.33,100.00,0.00,57.53
2020-01-13 06:00:00,0.00,3.9,497,11.92,11.47,11.47,100.00,0.12,48.00
2020-01-13 07:00:00,0.75,13.9,276,10.57,11.39,11.39,100.00,6.72,58.00
